u,v,w
PROD::PRO_001715||SUP::SUP_0122,PROD::PRO_001716||SUP::SUP_0122,0.9957445529737673
PROD::PRO_001715||SUP::SUP_0122,PROD::PRO_001711||SUP::SUP_0122,0.9816211312815654
PROD::PRO_001715||SUP::SUP_0122,PROD::PRO_001712||SUP::SUP_0122,0.9807607496614543
PROD::PRO_001715||SUP::SUP_0122,PROD::PRO_001698||SUP::SUP_0122,0.9755814442723209
PROD::PRO_001715||SUP::SUP_0122,PROD::PRO_001709||SUP::SUP_0122,0.578647399828152
PROD::PRO_001715||SUP::SUP_0122,PROD::PRO_001714||SUP::SUP_0122,0.5534355838537522
PROD::PRO_001715||SUP::SUP_0122,PROD::PRO_004189||SUP::SUP_0279,0.5126240977704803
PROD::PRO_001715||SUP::SUP_0122,PROD::PRO_001710||SUP::SUP_0122,0.4794849963146004
PROD::PRO_001715||SUP::SUP_0122,PROD::PRO_000055||SUP::SUP_0021,0.4126178633834986
PROD::PRO_001715||SUP::SUP_0122,PROD::PRO_001633||SUP::SUP_0115,0.388290329262579
PROD::PRO_000732||SUP::SUP_0053,PROD::PRO_000731||SUP::SUP_0053,0.9999999999999994
PROD::PRO_000732||SUP::SUP_0053,PROD::PRO_000733||SUP::SUP_0053,0.9999999999999994
PROD::PRO_000732||SUP::SUP_0053,PROD::PRO_000734||SUP::SUP_0053,0.9999999999999994
PROD::PRO_000732||SUP::SUP_0053,PROD::PRO_003909||SUP::SUP_0256,0.45549334751367676
PROD::PRO_000732||SUP::SUP_0053,PROD::PRO_004608||SUP::SUP_0298,0.3717716217266013
PROD::PRO_000732||SUP::SUP_0053,PROD::PRO_000076||SUP::SUP_0028,0.3394249028731715
PROD::PRO_000732||SUP::SUP_0053,PROD::PRO_000078||SUP::SUP_0029,0.2620461512849318
PROD::PRO_000732||SUP::SUP_0053,PROD::PRO_001194||SUP::SUP_0084,0.25943695919766974
PROD::PRO_000731||SUP::SUP_0053,PROD::PRO_000733||SUP::SUP_0053,0.9999999999999994
PROD::PRO_000731||SUP::SUP_0053,PROD::PRO_000734||SUP::SUP_0053,0.9999999999999994
PROD::PRO_000731||SUP::SUP_0053,PROD::PRO_003909||SUP::SUP_0256,0.45549334751367676
PROD::PRO_000731||SUP::SUP_0053,PROD::PRO_004608||SUP::SUP_0298,0.3717716217266013
PROD::PRO_000731||SUP::SUP_0053,PROD::PRO_000076||SUP::SUP_0028,0.3394249028731715
PROD::PRO_000731||SUP::SUP_0053,PROD::PRO_000078||SUP::SUP_0029,0.2620461512849318
PROD::PRO_000731||SUP::SUP_0053,PROD::PRO_001194||SUP::SUP_0084,0.25943695919766974
PROD::PRO_000733||SUP::SUP_0053,PROD::PRO_000734||SUP::SUP_0053,0.9999999999999994
PROD::PRO_000733||SUP::SUP_0053,PROD::PRO_003909||SUP::SUP_0256,0.45549334751367676
PROD::PRO_000733||SUP::SUP_0053,PROD::PRO_004608||SUP::SUP_0298,0.3717716217266013
PROD::PRO_000733||SUP::SUP_0053,PROD::PRO_000076||SUP::SUP_0028,0.3394249028731715
PROD::PRO_000733||SUP::SUP_0053,PROD::PRO_000078||SUP::SUP_0029,0.2620461512849318
PROD::PRO_000733||SUP::SUP_0053,PROD::PRO_001194||SUP::SUP_0084,0.25943695919766974
PROD::PRO_000734||SUP::SUP_0053,PROD::PRO_003909||SUP::SUP_0256,0.45549334751367676
PROD::PRO_000734||SUP::SUP_0053,PROD::PRO_004608||SUP::SUP_0298,0.3717716217266013
PROD::PRO_000734||SUP::SUP_0053,PROD::PRO_000076||SUP::SUP_0028,0.3394249028731715
PROD::PRO_000734||SUP::SUP_0053,PROD::PRO_000078||SUP::SUP_0029,0.2620461512849318
PROD::PRO_000734||SUP::SUP_0053,PROD::PRO_001194||SUP::SUP_0084,0.25943695919766974
PROD::PRO_000652||SUP::SUP_0038,PROD::PRO_000656||SUP::SUP_0038,0.7821619872239886
PROD::PRO_000652||SUP::SUP_0038,PROD::PRO_000050||SUP::SUP_0019,0.7623640591309493
PROD::PRO_000652||SUP::SUP_0038,PROD::PRO_000647||SUP::SUP_0037,0.7524257874332074
PROD::PRO_000652||SUP::SUP_0038,PROD::PRO_003999||SUP::SUP_0266,0.7313796823178461
PROD::PRO_000652||SUP::SUP_0038,PROD::PRO_004624||SUP::SUP_0298,0.6974454226767912
PROD::PRO_000652||SUP::SUP_0038,PROD::PRO_000048||SUP::SUP_0019,0.666124744850169
PROD::PRO_000652||SUP::SUP_0038,PROD::PRO_004119||SUP::SUP_0266,0.6515897050403244
PROD::PRO_000652||SUP::SUP_0038,PROD::PRO_000651||SUP::SUP_0038,0.6384725219234986
PROD::PRO_000652||SUP::SUP_0038,PROD::PRO_000662||SUP::SUP_0038,0.6261866656898362
PROD::PRO_000652||SUP::SUP_0038,PROD::PRO_004575||SUP::SUP_0298,0.6182830860519543
PROD::PRO_000652||SUP::SUP_0038,PROD::PRO_004069||SUP::SUP_0266,0.5682792105488093
PROD::PRO_000656||SUP::SUP_0038,PROD::PRO_000651||SUP::SUP_0038,0.8884368193454192
PROD::PRO_000656||SUP::SUP_0038,PROD::PRO_000658||SUP::SUP_0038,0.875405046411778
PROD::PRO_000656||SUP::SUP_0038,PROD::PRO_000664||SUP::SUP_0038,0.8733490201057981
PROD::PRO_000656||SUP::SUP_0038,PROD::PRO_000663||SUP::SUP_0038,0.8694657924987577
PROD::PRO_000656||SUP::SUP_0038,PROD::PRO_000660||SUP::SUP_0038,0.8690132053479981
PROD::PRO_000656||SUP::SUP_0038,PROD::PRO_000662||SUP::SUP_0038,0.8576971701103137
PROD::PRO_000656||SUP::SUP_0038,PROD::PRO_003312||SUP::SUP_0175,0.837925572779301
PROD::PRO_000656||SUP::SUP_0038,PROD::PRO_000650||SUP::SUP_0038,0.8175927713517824
PROD::PRO_000656||SUP::SUP_0038,PROD::PRO_000661||SUP::SUP_0038,0.8135292233071533
PROD::PRO_000656||SUP::SUP_0038,PROD::PRO_000653||SUP::SUP_0038,0.8007821054258357
PROD::PRO_000656||SUP::SUP_0038,PROD::PRO_004543||SUP::SUP_0298,0.45761102473128723
PROD::PRO_000651||SUP::SUP_0038,PROD::PRO_000658||SUP::SUP_0038,0.9909681994118084
PROD::PRO_000651||SUP::SUP_0038,PROD::PRO_000663||SUP::SUP_0038,0.9886078987290058
PROD::PRO_000651||SUP::SUP_0038,PROD::PRO_000664||SUP::SUP_0038,0.9872625486950845
PROD::PRO_000651||SUP::SUP_0038,PROD::PRO_000660||SUP::SUP_0038,0.9780881766322073
PROD::PRO_000651||SUP::SUP_0038,PROD::PRO_000662||SUP::SUP_0038,0.9767438903531738
PROD::PRO_000651||SUP::SUP_0038,PROD::PRO_000661||SUP::SUP_0038,0.9396916027399297
PROD::PRO_000651||SUP::SUP_0038,PROD::PRO_003312||SUP::SUP_0175,0.9356337385240142
PROD::PRO_000651||SUP::SUP_0038,PROD::PRO_000650||SUP::SUP_0038,0.9240043709216947
PROD::PRO_000651||SUP::SUP_0038,PROD::PRO_000654||SUP::SUP_0038,0.9124164898789053
PROD::PRO_000651||SUP::SUP_0038,PROD::PRO_004559||SUP::SUP_0298,0.8017501682507706
PROD::PRO_000651||SUP::SUP_0038,PROD::PRO_000659||SUP::SUP_0038,0.7805462338775234
PROD::PRO_000651||SUP::SUP_0038,PROD::PRO_000653||SUP::SUP_0038,0.868819357902105
PROD::PRO_000651||SUP::SUP_0038,PROD::PRO_005722||SUP::SUP_0353,0.7229206228667824
PROD::PRO_000660||SUP::SUP_0038,PROD::PRO_000658||SUP::SUP_0038,0.991980874006808
PROD::PRO_000660||SUP::SUP_0038,PROD::PRO_000662||SUP::SUP_0038,0.9844599688529359
PROD::PRO_000660||SUP::SUP_0038,PROD::PRO_000663||SUP::SUP_0038,0.9741280094288367
PROD::PRO_000660||SUP::SUP_0038,PROD::PRO_000664||SUP::SUP_0038,0.9716677940773437
PROD::PRO_000660||SUP::SUP_0038,PROD::PRO_000661||SUP::SUP_0038,0.9068285667580315
PROD::PRO_000660||SUP::SUP_0038,PROD::PRO_003312||SUP::SUP_0175,0.8947122118598569
PROD::PRO_000660||SUP::SUP_0038,PROD::PRO_000654||SUP::SUP_0038,0.8872180062801754
PROD::PRO_000660||SUP::SUP_0038,PROD::PRO_000650||SUP::SUP_0038,0.8791049307496531
PROD::PRO_000660||SUP::SUP_0038,PROD::PRO_004080||SUP::SUP_0266,0.5350183515412831
PROD::PRO_000660||SUP::SUP_0038,PROD::PRO_004559||SUP::SUP_0298,0.7933906364178578
PROD::PRO_000660||SUP::SUP_0038,PROD::PRO_000659||SUP::SUP_0038,0.7424808472548838
PROD::PRO_000660||SUP::SUP_0038,PROD::PRO_000653||SUP::SUP_0038,0.8085023480168831
PROD::PRO_000664||SUP::SUP_0038,PROD::PRO_000663||SUP::SUP_0038,0.9997163862899038
PROD::PRO_000664||SUP::SUP_0038,PROD::PRO_000662||SUP::SUP_0038,0.9847497281853974
PROD::PRO_000664||SUP::SUP_0038,PROD::PRO_000658||SUP::SUP_0038,0.9759110173921036
PROD::PRO_000664||SUP::SUP_0038,PROD::PRO_000661||SUP::SUP_0038,0.920655851021482
PROD::PRO_000664||SUP::SUP_0038,PROD::PRO_003312||SUP::SUP_0175,0.900066046533837
PROD::PRO_000664||SUP::SUP_0038,PROD::PRO_000650||SUP::SUP_0038,0.8874622802431105
PROD::PRO_000664||SUP::SUP_0038,PROD::PRO_000654||SUP::SUP_0038,0.8781841368527198
PROD::PRO_000664||SUP::SUP_0038,PROD::PRO_004559||SUP::SUP_0298,0.7365788966696263
PROD::PRO_000664||SUP::SUP_0038,PROD::PRO_000659||SUP::SUP_0038,0.7692604652455308
PROD::PRO_000664||SUP::SUP_0038,PROD::PRO_000653||SUP::SUP_0038,0.8185946936921893
PROD::PRO_000663||SUP::SUP_0038,PROD::PRO_000662||SUP::SUP_0038,0.9859706818526814
PROD::PRO_000663||SUP::SUP_0038,PROD::PRO_000658||SUP::SUP_0038,0.9782180704347369
PROD::PRO_000663||SUP::SUP_0038,PROD::PRO_000661||SUP::SUP_0038,0.9220453409516243
PROD::PRO_000663||SUP::SUP_0038,PROD::PRO_003312||SUP::SUP_0175,0.9011934406284458
PROD::PRO_000663||SUP::SUP_0038,PROD::PRO_000650||SUP::SUP_0038,0.8879513431717482
PROD::PRO_000663||SUP::SUP_0038,PROD::PRO_000654||SUP::SUP_0038,0.8804093294407103
PROD::PRO_000663||SUP::SUP_0038,PROD::PRO_004559||SUP::SUP_0298,0.7394013567804564
PROD::PRO_000663||SUP::SUP_0038,PROD::PRO_000659||SUP::SUP_0038,0.7732041078053001
PROD::PRO_000663||SUP::SUP_0038,PROD::PRO_000653||SUP::SUP_0038,0.817705660944852
PROD::PRO_000662||SUP::SUP_0038,PROD::PRO_000658||SUP::SUP_0038,0.9761843412441641
PROD::PRO_000662||SUP::SUP_0038,PROD::PRO_000661||SUP::SUP_0038,0.9065960168278056
PROD::PRO_000662||SUP::SUP_0038,PROD::PRO_003312||SUP::SUP_0175,0.8791588919727409
PROD::PRO_000662||SUP::SUP_0038,PROD::PRO_000654||SUP::SUP_0038,0.87251958867911
PROD::PRO_000662||SUP::SUP_0038,PROD::PRO_000650||SUP::SUP_0038,0.8606888135214161
PROD::PRO_000662||SUP::SUP_0038,PROD::PRO_004080||SUP::SUP_0266,0.4868898655681466
PROD::PRO_000662||SUP::SUP_0038,PROD::PRO_004559||SUP::SUP_0298,0.7666592834211181
PROD::PRO_000662||SUP::SUP_0038,PROD::PRO_000659||SUP::SUP_0038,0.7481750283576067
PROD::PRO_000658||SUP::SUP_0038,PROD::PRO_000661||SUP::SUP_0038,0.9228839357104939
PROD::PRO_000658||SUP::SUP_0038,PROD::PRO_003312||SUP::SUP_0175,0.9219331060566386
PROD::PRO_000658||SUP::SUP_0038,PROD::PRO_000654||SUP::SUP_0038,0.9193747487945458
PROD::PRO_000658||SUP::SUP_0038,PROD::PRO_000650||SUP::SUP_0038,0.9100942507326478
PROD::PRO_000658||SUP::SUP_0038,PROD::PRO_004559||SUP::SUP_0298,0.8152896792187662
PROD::PRO_000658||SUP::SUP_0038,PROD::PRO_000659||SUP::SUP_0038,0.7751352391294569
PROD::PRO_000658||SUP::SUP_0038,PROD::PRO_000653||SUP::SUP_0038,0.843407625029933
PROD::PRO_000658||SUP::SUP_0038,PROD::PRO_005722||SUP::SUP_0353,0.715229278807977
PROD::PRO_000667||SUP::SUP_0039,PROD::PRO_000666||SUP::SUP_0039,0.999805680994886
PROD::PRO_000667||SUP::SUP_0039,PROD::PRO_000665||SUP::SUP_0039,0.9932547961039853
PROD::PRO_000667||SUP::SUP_0039,PROD::PRO_000054||SUP::SUP_0020,0.47733374175458865
PROD::PRO_000667||SUP::SUP_0039,PROD::PRO_000037||SUP::SUP_0012,0.46246950273711607
PROD::PRO_000667||SUP::SUP_0039,PROD::PRO_001189||SUP::SUP_0084,0.3763848489971473
PROD::PRO_000667||SUP::SUP_0039,PROD::PRO_000646||SUP::SUP_0037,0.37630607783346504
PROD::PRO_000667||SUP::SUP_0039,PROD::PRO_001192||SUP::SUP_0084,0.3453065979784119
PROD::PRO_000667||SUP::SUP_0039,PROD::PRO_003541||SUP::SUP_0232,0.28920617734779364
PROD::PRO_000667||SUP::SUP_0039,PROD::PRO_000038||SUP::SUP_0012,0.27308105248125103
PROD::PRO_000667||SUP::SUP_0039,PROD::PRO_005729||SUP::SUP_0353,0.25088217366378673
PROD::PRO_004040||SUP::SUP_0266,PROD::PRO_004000||SUP::SUP_0266,0.8825754001153653
PROD::PRO_004040||SUP::SUP_0266,PROD::PRO_004068||SUP::SUP_0266,0.8741842550685059
PROD::PRO_004040||SUP::SUP_0266,PROD::PRO_004001||SUP::SUP_0266,0.8556155572426658
PROD::PRO_004040||SUP::SUP_0266,PROD::PRO_004061||SUP::SUP_0266,0.8376940070799193
PROD::PRO_004040||SUP::SUP_0266,PROD::PRO_004084||SUP::SUP_0266,0.8350288746209628
PROD::PRO_004040||SUP::SUP_0266,PROD::PRO_004002||SUP::SUP_0266,0.812183726229412
PROD::PRO_004040||SUP::SUP_0266,PROD::PRO_004101||SUP::SUP_0266,0.8073910347641132
PROD::PRO_004040||SUP::SUP_0266,PROD::PRO_004075||SUP::SUP_0266,0.801068855916773
PROD::PRO_004040||SUP::SUP_0266,PROD::PRO_004003||SUP::SUP_0266,0.8009480727457193
PROD::PRO_004040||SUP::SUP_0266,PROD::PRO_004038||SUP::SUP_0266,0.8007711975872633
PROD::PRO_004040||SUP::SUP_0266,PROD::PRO_003985||SUP::SUP_0266,0.7022455082847153
PROD::PRO_004040||SUP::SUP_0266,PROD::PRO_004123||SUP::SUP_0266,0.6464724241489547
PROD::PRO_004040||SUP::SUP_0266,PROD::PRO_004087||SUP::SUP_0266,0.752342994229221
PROD::PRO_004040||SUP::SUP_0266,PROD::PRO_004060||SUP::SUP_0266,0.772159000258326
PROD::PRO_004040||SUP::SUP_0266,PROD::PRO_003991||SUP::SUP_0266,0.6432398172828641
PROD::PRO_004040||SUP::SUP_0266,PROD::PRO_004124||SUP::SUP_0266,0.7040771727274598
PROD::PRO_004040||SUP::SUP_0266,PROD::PRO_004037||SUP::SUP_0266,0.7489118311495926
PROD::PRO_004040||SUP::SUP_0266,PROD::PRO_004005||SUP::SUP_0266,0.7740940171430374
PROD::PRO_004040||SUP::SUP_0266,PROD::PRO_004088||SUP::SUP_0266,0.7730350924167583
PROD::PRO_004040||SUP::SUP_0266,PROD::PRO_004077||SUP::SUP_0266,0.5321002325947815
PROD::PRO_001840||SUP::SUP_0135,PROD::PRO_001849||SUP::SUP_0135,0.9820858406757087
PROD::PRO_001840||SUP::SUP_0135,PROD::PRO_001842||SUP::SUP_0135,0.9132740212808779
PROD::PRO_001840||SUP::SUP_0135,PROD::PRO_001851||SUP::SUP_0136,0.9126240704989017
PROD::PRO_001840||SUP::SUP_0135,PROD::PRO_001850||SUP::SUP_0135,0.9029279724343336
PROD::PRO_001840||SUP::SUP_0135,PROD::PRO_001839||SUP::SUP_0135,0.7986851048245299
PROD::PRO_001840||SUP::SUP_0135,PROD::PRO_004351||SUP::SUP_0287,0.5033310807247842
PROD::PRO_001840||SUP::SUP_0135,PROD::PRO_000034||SUP::SUP_0012,0.45592360897571427
PROD::PRO_001840||SUP::SUP_0135,PROD::PRO_000870||SUP::SUP_0075,0.4321355675873877
PROD::PRO_001840||SUP::SUP_0135,PROD::PRO_001190||SUP::SUP_0084,0.3792020933377642
PROD::PRO_001840||SUP::SUP_0135,PROD::PRO_002726||SUP::SUP_0145,0.3721735749898538
PROD::PRO_001839||SUP::SUP_0135,PROD::PRO_001849||SUP::SUP_0135,0.8590941185964844
PROD::PRO_001839||SUP::SUP_0135,PROD::PRO_004351||SUP::SUP_0287,0.6992396810401521
PROD::PRO_001839||SUP::SUP_0135,PROD::PRO_001190||SUP::SUP_0084,0.6341384996494315
PROD::PRO_001839||SUP::SUP_0135,PROD::PRO_003830||SUP::SUP_0247,0.6139915995376912
PROD::PRO_001839||SUP::SUP_0135,PROD::PRO_000870||SUP::SUP_0075,0.6017234841668538
PROD::PRO_001839||SUP::SUP_0135,PROD::PRO_004349||SUP::SUP_0287,0.5578300511621926
PROD::PRO_001839||SUP::SUP_0135,PROD::PRO_001861||SUP::SUP_0140,0.5573202965240304
PROD::PRO_001839||SUP::SUP_0135,PROD::PRO_001842||SUP::SUP_0135,0.5542485521795761
PROD::PRO_001839||SUP::SUP_0135,PROD::PRO_001851||SUP::SUP_0136,0.5390573657068606
PROD::PRO_001839||SUP::SUP_0135,PROD::PRO_001841||SUP::SUP_0135,0.29963653935425427
PROD::PRO_001839||SUP::SUP_0135,PROD::PRO_001844||SUP::SUP_0135,0.29963653935425427
PROD::PRO_001839||SUP::SUP_0135,PROD::PRO_001843||SUP::SUP_0135,0.29963653935425427
PROD::PRO_001839||SUP::SUP_0135,PROD::PRO_001846||SUP::SUP_0135,0.29963653935425427
PROD::PRO_001839||SUP::SUP_0135,PROD::PRO_001845||SUP::SUP_0135,0.29963653935425427
PROD::PRO_001839||SUP::SUP_0135,PROD::PRO_001848||SUP::SUP_0135,0.29963653935425427
PROD::PRO_001839||SUP::SUP_0135,PROD::PRO_001847||SUP::SUP_0135,0.29963653935425427
PROD::PRO_001839||SUP::SUP_0135,PROD::PRO_001850||SUP::SUP_0135,0.5307982643753443
PROD::PRO_003992||SUP::SUP_0266,PROD::PRO_004543||SUP::SUP_0298,0.8998191814556217
PROD::PRO_003992||SUP::SUP_0266,PROD::PRO_000051||SUP::SUP_0019,0.8640285562246712
PROD::PRO_003992||SUP::SUP_0266,PROD::PRO_001277||SUP::SUP_0092,0.6777678373429986
PROD::PRO_003992||SUP::SUP_0266,PROD::PRO_004111||SUP::SUP_0266,0.5798410787004253
PROD::PRO_003992||SUP::SUP_0266,PROD::PRO_004071||SUP::SUP_0266,0.5577564487422516
PROD::PRO_003992||SUP::SUP_0266,PROD::PRO_004052||SUP::SUP_0266,0.5210761295364301
PROD::PRO_003992||SUP::SUP_0266,PROD::PRO_004013||SUP::SUP_0266,0.49684468922660097
PROD::PRO_003992||SUP::SUP_0266,PROD::PRO_004124||SUP::SUP_0266,0.4665136963517723
PROD::PRO_003992||SUP::SUP_0266,PROD::PRO_004128||SUP::SUP_0266,0.4525582100426724
PROD::PRO_003992||SUP::SUP_0266,PROD::PRO_004088||SUP::SUP_0266,0.44966813828540375
PROD::PRO_001842||SUP::SUP_0135,PROD::PRO_001851||SUP::SUP_0136,0.996951889366918
PROD::PRO_001842||SUP::SUP_0135,PROD::PRO_001850||SUP::SUP_0135,0.9866626967408134
PROD::PRO_001842||SUP::SUP_0135,PROD::PRO_001849||SUP::SUP_0135,0.8979586229729483
PROD::PRO_001842||SUP::SUP_0135,PROD::PRO_000034||SUP::SUP_0012,0.34601665059223596
PROD::PRO_001841||SUP::SUP_0135,PROD::PRO_001848||SUP::SUP_0135,1.0
PROD::PRO_001841||SUP::SUP_0135,PROD::PRO_001844||SUP::SUP_0135,1.0
PROD::PRO_001841||SUP::SUP_0135,PROD::PRO_001843||SUP::SUP_0135,1.0
PROD::PRO_001841||SUP::SUP_0135,PROD::PRO_001847||SUP::SUP_0135,1.0
PROD::PRO_001841||SUP::SUP_0135,PROD::PRO_001846||SUP::SUP_0135,1.0
PROD::PRO_001841||SUP::SUP_0135,PROD::PRO_001861||SUP::SUP_0140,0.323756161135047
PROD::PRO_001841||SUP::SUP_0135,PROD::PRO_001845||SUP::SUP_0135,1.0
PROD::PRO_001844||SUP::SUP_0135,PROD::PRO_001848||SUP::SUP_0135,1.0
PROD::PRO_001844||SUP::SUP_0135,PROD::PRO_001843||SUP::SUP_0135,1.0
PROD::PRO_001844||SUP::SUP_0135,PROD::PRO_001847||SUP::SUP_0135,1.0
PROD::PRO_001844||SUP::SUP_0135,PROD::PRO_001846||SUP::SUP_0135,1.0
PROD::PRO_001844||SUP::SUP_0135,PROD::PRO_001861||SUP::SUP_0140,0.323756161135047
PROD::PRO_001844||SUP::SUP_0135,PROD::PRO_001845||SUP::SUP_0135,1.0
PROD::PRO_001843||SUP::SUP_0135,PROD::PRO_001848||SUP::SUP_0135,1.0
PROD::PRO_001843||SUP::SUP_0135,PROD::PRO_001847||SUP::SUP_0135,1.0
PROD::PRO_001843||SUP::SUP_0135,PROD::PRO_001846||SUP::SUP_0135,1.0
PROD::PRO_001843||SUP::SUP_0135,PROD::PRO_001861||SUP::SUP_0140,0.323756161135047
PROD::PRO_001843||SUP::SUP_0135,PROD::PRO_001845||SUP::SUP_0135,1.0
PROD::PRO_001846||SUP::SUP_0135,PROD::PRO_001848||SUP::SUP_0135,1.0
PROD::PRO_001846||SUP::SUP_0135,PROD::PRO_001847||SUP::SUP_0135,1.0
PROD::PRO_001846||SUP::SUP_0135,PROD::PRO_001861||SUP::SUP_0140,0.323756161135047
PROD::PRO_001846||SUP::SUP_0135,PROD::PRO_001845||SUP::SUP_0135,1.0
PROD::PRO_001845||SUP::SUP_0135,PROD::PRO_001848||SUP::SUP_0135,1.0
PROD::PRO_001845||SUP::SUP_0135,PROD::PRO_001847||SUP::SUP_0135,1.0
PROD::PRO_001845||SUP::SUP_0135,PROD::PRO_001861||SUP::SUP_0140,0.323756161135047
PROD::PRO_001848||SUP::SUP_0135,PROD::PRO_001847||SUP::SUP_0135,1.0
PROD::PRO_001848||SUP::SUP_0135,PROD::PRO_001861||SUP::SUP_0140,0.323756161135047
PROD::PRO_001847||SUP::SUP_0135,PROD::PRO_001861||SUP::SUP_0140,0.323756161135047
PROD::PRO_003909||SUP::SUP_0256,PROD::PRO_003430||SUP::SUP_0205,0.6776818105372471
PROD::PRO_003909||SUP::SUP_0256,PROD::PRO_000045||SUP::SUP_0017,0.6646782052085526
PROD::PRO_003909||SUP::SUP_0256,PROD::PRO_000648||SUP::SUP_0037,0.6532027684353731
PROD::PRO_003909||SUP::SUP_0256,PROD::PRO_000061||SUP::SUP_0024,0.6368459865071348
PROD::PRO_003909||SUP::SUP_0256,PROD::PRO_003175||SUP::SUP_0169,0.6070996355401082
PROD::PRO_003909||SUP::SUP_0256,PROD::PRO_003542||SUP::SUP_0232,0.5854761227017029
PROD::PRO_003909||SUP::SUP_0256,PROD::PRO_001194||SUP::SUP_0084,0.5735652435659634
PROD::PRO_003909||SUP::SUP_0256,PROD::PRO_000055||SUP::SUP_0021,0.5667908905949888
PROD::PRO_003909||SUP::SUP_0256,PROD::PRO_001718||SUP::SUP_0123,0.5643625675643297
PROD::PRO_003909||SUP::SUP_0256,PROD::PRO_000044||SUP::SUP_0017,0.5576335208449875
PROD::PRO_003909||SUP::SUP_0256,PROD::PRO_004564||SUP::SUP_0298,0.35418748208201367
PROD::PRO_003909||SUP::SUP_0256,PROD::PRO_001277||SUP::SUP_0092,0.5308849523353127
PROD::PRO_003909||SUP::SUP_0256,PROD::PRO_004354||SUP::SUP_0287,0.5045501085756414
PROD::PRO_003909||SUP::SUP_0256,PROD::PRO_004357||SUP::SUP_0287,0.5240471359958826
PROD::PRO_003909||SUP::SUP_0256,PROD::PRO_004356||SUP::SUP_0287,0.49159790270426196
PROD::PRO_000666||SUP::SUP_0039,PROD::PRO_000665||SUP::SUP_0039,0.9930814068383879
PROD::PRO_000666||SUP::SUP_0039,PROD::PRO_000054||SUP::SUP_0020,0.4808302720649429
PROD::PRO_000666||SUP::SUP_0039,PROD::PRO_000037||SUP::SUP_0012,0.4612400656048632
PROD::PRO_000666||SUP::SUP_0039,PROD::PRO_001189||SUP::SUP_0084,0.3769688327948283
PROD::PRO_000666||SUP::SUP_0039,PROD::PRO_000646||SUP::SUP_0037,0.3739527007144048
PROD::PRO_000666||SUP::SUP_0039,PROD::PRO_001192||SUP::SUP_0084,0.34679677649936647
PROD::PRO_000666||SUP::SUP_0039,PROD::PRO_003541||SUP::SUP_0232,0.28712646478486503
PROD::PRO_000666||SUP::SUP_0039,PROD::PRO_000038||SUP::SUP_0012,0.27096930113851103
PROD::PRO_002853||SUP::SUP_0156,PROD::PRO_000066||SUP::SUP_0026,0.7156352565024974
PROD::PRO_002853||SUP::SUP_0156,PROD::PRO_004109||SUP::SUP_0266,0.6303658262718101
PROD::PRO_002853||SUP::SUP_0156,PROD::PRO_001194||SUP::SUP_0084,0.6010771550065724
PROD::PRO_002853||SUP::SUP_0156,PROD::PRO_001314||SUP::SUP_0100,0.5564752262868274
PROD::PRO_002853||SUP::SUP_0156,PROD::PRO_003830||SUP::SUP_0247,0.5495070657635719
PROD::PRO_002853||SUP::SUP_0156,PROD::PRO_000062||SUP::SUP_0025,0.5413132118401527
PROD::PRO_002853||SUP::SUP_0156,PROD::PRO_004108||SUP::SUP_0266,0.5085665961789253
PROD::PRO_002853||SUP::SUP_0156,PROD::PRO_006100||SUP::SUP_0368,0.4853724934373259
PROD::PRO_002853||SUP::SUP_0156,PROD::PRO_004354||SUP::SUP_0287,0.4716680012939125
PROD::PRO_002853||SUP::SUP_0156,PROD::PRO_004521||SUP::SUP_0296,0.46814135710360605
PROD::PRO_002853||SUP::SUP_0156,PROD::PRO_004527||SUP::SUP_0296,0.4238500985770357
PROD::PRO_002853||SUP::SUP_0156,PROD::PRO_004523||SUP::SUP_0296,0.4396515668752241
PROD::PRO_000665||SUP::SUP_0039,PROD::PRO_000037||SUP::SUP_0012,0.5397238154051203
PROD::PRO_000665||SUP::SUP_0039,PROD::PRO_000054||SUP::SUP_0020,0.4851624106279263
PROD::PRO_000665||SUP::SUP_0039,PROD::PRO_000646||SUP::SUP_0037,0.4589549878601459
PROD::PRO_000665||SUP::SUP_0039,PROD::PRO_001189||SUP::SUP_0084,0.3844187607767766
PROD::PRO_000665||SUP::SUP_0039,PROD::PRO_005729||SUP::SUP_0353,0.34224298071130743
PROD::PRO_000665||SUP::SUP_0039,PROD::PRO_000038||SUP::SUP_0012,0.339346134451576
PROD::PRO_000665||SUP::SUP_0039,PROD::PRO_001192||SUP::SUP_0084,0.31599284795086935
PROD::PRO_000665||SUP::SUP_0039,PROD::PRO_003541||SUP::SUP_0232,0.3148966261877979
PROD::PRO_002726||SUP::SUP_0145,PROD::PRO_000719||SUP::SUP_0048,0.7421949258523673
PROD::PRO_002726||SUP::SUP_0145,PROD::PRO_000720||SUP::SUP_0048,0.7356677144180417
PROD::PRO_002726||SUP::SUP_0145,PROD::PRO_001746||SUP::SUP_0127,0.7190342659717396
PROD::PRO_002726||SUP::SUP_0145,PROD::PRO_001743||SUP::SUP_0127,0.7144491311084569
PROD::PRO_002726||SUP::SUP_0145,PROD::PRO_006100||SUP::SUP_0368,0.6376728343456185
PROD::PRO_002726||SUP::SUP_0145,PROD::PRO_001747||SUP::SUP_0127,0.5787818888637016
